"lang"
{
	"Language"	"Russian"

"DOTA_Tooltip_modifier_Miku_ritmic_song_movespeed"								"Ритмичная мелодия"
"DOTA_Tooltip_modifier_Miku_ritmic_song_movespeed_Description"					"Замедление скорости передвижения на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"

"DOTA_Tooltip_ability_Miku_DanceSong"				"Волшебный голос"
"DOTA_Tooltip_ability_Miku_DanceSong_Description"	"Все враги в определённой области вокруг героя впадают в магический сон, в котором они не могут ничего делать, но их нельзя атаковать. Мику забирает %mana_spend%%% маны в сек. у противников во время сна и передает ее союзнику с самым малым количеством маны<br><br>Если противник находится под иммунитет к магии, то он получает на %bonus_damage%%% больше урона"
"DOTA_Tooltip_ability_Miku_DanceSong_duration"		"ДЛИТЕЛЬНОСТЬ:"
"DOTA_Tooltip_ability_Miku_DanceSong_lore"			"Данный герой создан благодаря <font color='#fffc00'>Dim4ik</font>"

"DOTA_Tooltip_ability_Miku_DanceSong_cancel"		"Остановить музыку"

"DOTA_Tooltip_modifier_Miku_DanceSong_aura"								"Волшебный голос"
"DOTA_Tooltip_modifier_Miku_DanceSong_aura_Description"					"Противник вокруг засыпают"

"DOTA_Tooltip_modifier_Miku_DanceSong_debuff"								"Волшебный голос"
"DOTA_Tooltip_modifier_Miku_DanceSong_debuff_Description"					"Оглушен"

"DOTA_Tooltip_ability_Miku_DanceSong_scepter_description"	"Уязвимые цели во время действия способности, но получают на %scepter_damage%%% меньше урона"

"DOTA_Tooltip_ability_Miku_BattleSong"					"Боевой концерт"
"DOTA_Tooltip_ability_Miku_BattleSong_Description"		"Во время действия союзники в радиусе %radius% получают %bonus_movespeed%%% дополнительной скорости передвижения и %bonus_attackspeed% скорости атаки. Каждые %cooldown_purge% сек. развеиваются все отрицательные эффекты. Каждая использованная способность Мику, исцеляет союзников на %heal%%% от их максимального здоровья"
"DOTA_Tooltip_ability_Miku_BattleSong_duration"			"ДЛИТЕЛЬНОСТЬ:"
"DOTA_Tooltip_ability_Miku_BattleSong_lore"				"Данный герой создан благодаря <font color='#fffc00'>Dim4ik</font>"

"DOTA_Tooltip_modifier_Miku_BattleSong_aura"								"Боевой концерт"
"DOTA_Tooltip_modifier_Miku_BattleSong_aura_Description"					"Использование способностей исцеляет союзников"

"DOTA_Tooltip_modifier_Miku_BattleSong_buff"								"Боевой концерт"
"DOTA_Tooltip_modifier_Miku_BattleSong_buff_Description"					"Скорость передвижения увеличена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% и атаки увеличена на %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%"

"DOTA_Tooltip_Ability_special_bonus_birzha_miku_1"		"+{s:value} урона Музыкальная волна"
"DOTA_Tooltip_Ability_special_bonus_birzha_miku_2"		"+{s:value} сек. длительности безмолвия Музыкальная волна"
"DOTA_Tooltip_Ability_special_bonus_birzha_miku_3"		"+{s:value} радиус Звуковой барьер"
"DOTA_Tooltip_Ability_special_bonus_birzha_miku_4"		"+{s:value} множитель интеллекта Музыкальная волна"
"DOTA_Tooltip_Ability_special_bonus_birzha_miku_5"		"+{s:value}% регенерации Исцеляющий звук"
"DOTA_Tooltip_Ability_special_bonus_birzha_miku_6"		"+{s:value} скорости атаки Звуковой барьер"
"DOTA_Tooltip_Ability_special_bonus_birzha_miku_7"		"-{s:value} сек. перезарядки Исцеляющий звук"
"DOTA_Tooltip_Ability_special_bonus_birzha_miku_8"		"+{s:value} сек. длительности Волшебный голос"

//=================================================================================================================
// Фредди
//=================================================================================================================

"npc_dota_hero_freddy"																"Мишка Фредди"
"npc_freddy_bunny"																	"Сломанный аниматроник"

"DOTA_Tooltip_ability_freddy_scream"												"Скример"
"DOTA_Tooltip_ability_freddy_scream_Description"									"Фредди пугает выбранного противника, накладывая на него эффект ужаса, который наносит периодический урон каждую секунду\n<h1>Дополнительный эффект</h1>Использование способности на испуганного противника увеличивает урон в %damage_multiple% раза<br><br>Использование способности на противника с сердечным приступом увеличивает урон в %damage_multiple_2% раза"
"DOTA_Tooltip_ability_freddy_scream_damage_interval"								"УРОН:"
"DOTA_Tooltip_ability_freddy_scream_debuff_duration"								"ДЛИТЕЛЬНОСТЬ ПЕРИОД. УРОНА:"
"DOTA_Tooltip_ability_freddy_scream_fear_duration"									"ДЛИТЕЛЬНОСТЬ ИСПУГА:"
"DOTA_Tooltip_ability_freddy_scream_lore"											"Данный герой создан благодаря <font color='#fffc00'>Rezor132</font>"

"DOTA_Tooltip_ability_freddy_surprice"												"Подарок - Ловушка"
"DOTA_Tooltip_ability_freddy_surprice_Description"									"Фредди оставляет на земле подарок. Любой противник пройдясь возле него в радиусе %radius% получит урон. Если противник был ранее испуган, то он получит сердечный приступ. По противникам с сердечным приступам способность наносит в %damage_multiple% раза больше урона"
"DOTA_Tooltip_ability_freddy_surprice_damage"										"УРОН:"
"DOTA_Tooltip_ability_freddy_surprice_duration"										"ДЛИТЕЛЬНОСТЬ ПОДАРКА:"
"DOTA_Tooltip_ability_freddy_surprice_heart_debuff_duration"						"ДЛИТЕЛЬНОСТЬ СЕРДЕЧНОГО ПРИСТУПА:"
"DOTA_Tooltip_ability_freddy_surprice_lore"											"Данный герой создан благодаря <font color='#fffc00'>Rezor132</font>"

"DOTA_Tooltip_ability_freddy_toreador"												"Марш Тореадора"
"DOTA_Tooltip_ability_freddy_toreador_Description"									"Фредди во время марша становится невидимым и передвигается быстрыми рывками в сторону нажатия. Выход из невидимости наносит урон всем противникам в радиусе %radius% и пугает их\n<h1>Дополнительный эффект</h1> Каждое использование способности увеличивает ее урон на %bonus_damage%"
"DOTA_Tooltip_ability_freddy_toreador_damage"										"УРОН:"
"DOTA_Tooltip_ability_freddy_toreador_duration"										"ДЛИТЕЛЬНОСТЬ:"
"DOTA_Tooltip_ability_freddy_toreador_lore"											"Данный герой создан благодаря <font color='#fffc00'>Rezor132</font>"

"DOTA_Tooltip_ability_freddy_costume_launch"										"Запустить костюм"
"DOTA_Tooltip_ability_freddy_costume_launch_Description"							"Фредди бросает в выбранном направлении свой костюм. Костюм прекрепляется к первому попавшему противнику на пути"
"DOTA_Tooltip_ability_freddy_costume_launch_duration"								"ДЛИТЕЛЬНОСТЬ КОСТЮМА:"
"DOTA_Tooltip_ability_freddy_costume_launch_lore"									"Данный герой создан благодаря <font color='#fffc00'>Rezor132</font>"

"DOTA_Tooltip_ability_freddy_costume_active"										"Захлопнуть костюмы"
"DOTA_Tooltip_ability_freddy_costume_active_Description"							"Фредди захлопывает на всех своих костюмах пружинные замки, после чего все противники в них начинают медленней передвигаться и атаковать, а также теряют здоровье"
"DOTA_Tooltip_ability_freddy_costume_active_slow"									"%ЗАМЕДЛЕНИЕ СКОРОСТИ ПЕРЕДВИЖЕНИЯ:"
"DOTA_Tooltip_ability_freddy_costume_active_slow_attackspeed"						"ЗАМЕДЛЕНИЕ СКОРОСТИ АТАКИ:"
"DOTA_Tooltip_ability_freddy_costume_active_damage_per_health"						"%УРОН ОТ МАКС. ЗДОРОВЬЯ:"
"DOTA_Tooltip_ability_freddy_costume_active_duration"								"ДЛИТЕЛЬНОСТЬ ЭФФЕКТА:"
"DOTA_Tooltip_ability_freddy_costume_active_lore"									"Данный герой создан благодаря <font color='#fffc00'>Rezor132</font>"

"DOTA_Tooltip_ability_freddy_surprice_shard_description"							"Подарок накладывает эффект костюма на противника"
"DOTA_Tooltip_ability_freddy_costume_active_scepter_description"					"Убитый под эффектом костюма герой превращается в сломанного аниматроника. Аниматроник атаками наносит %scepter_damage%%% от максимального здоровья цели<br><br>Сломанный аниматроник патрулирует зону появления и нападает на всех в радиусе %radius_scepter%, если цель уходит за радиус %radius_scepter_2% от точки появления аниматроника, то он уходит назад"

"DOTA_Tooltip_modifier_freddy_scream_damage"										"Скример"
"DOTA_Tooltip_modifier_freddy_scream_damage_Description"							"Вас напугал фредди, вы получаете урон"

"DOTA_Tooltip_modifier_freddy_fear"													"Испуг"
"DOTA_Tooltip_modifier_freddy_fear_Description"										"Вы чувствуете страх из-за Фредди, его способности наносят больше урона по вам"

"DOTA_Tooltip_modifier_freddy_heart_death"											"Сердечный приступ"
"DOTA_Tooltip_modifier_freddy_heart_death_Description"								"Вы сильно напуганы из-за Фредди, его способности наносят много урона по вам"

"DOTA_Tooltip_modifier_freddy_costume_launch"										"Костюм Фредди"
"DOTA_Tooltip_modifier_freddy_costume_launch_Description"							"На вас костюм Фредди. Он в любой момент может его захлопнуть и нанести вам урон"

"DOTA_Tooltip_modifier_freddy_costume_active"										"Костюм Фредди"
"DOTA_Tooltip_modifier_freddy_costume_active_Description"							"Вас захлопнули в костюм Фредди. Скорость передвижения уменьшена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% и скорость атаки на %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%"

"DOTA_Tooltip_modifier_freddy_toreador"												"Марш Тореадора"
"DOTA_Tooltip_modifier_freddy_toreador_Description"									"Невидим. Быстро передвигается рывками"

"DOTA_Tooltip_modifier_freddy_toreador_visual"										"Доп. урон от Марш Тореадора"
"DOTA_Tooltip_modifier_freddy_toreador_visual_Description"							"Каждое использование увеличивает урон способности"

"DOTA_Tooltip_ability_special_bonus_birzha_freddy_1"								"-{s:value} сек. перезарядки Скример"
"DOTA_Tooltip_ability_special_bonus_birzha_freddy_2"								"+{s:value} сек. длительности Марш тореадора"
"DOTA_Tooltip_ability_special_bonus_birzha_freddy_3"								"Подарок ловушка накладывает страх на {s:value} сек."
"DOTA_Tooltip_ability_special_bonus_birzha_freddy_4"								"Скример отключает пассивные способности"
"DOTA_Tooltip_Ability_special_bonus_unique_freddy_1"								"2 заряда Подарок ловушка"
"DOTA_Tooltip_ability_special_bonus_birzha_freddy_6"								"Удвоение доп. урона Марш тореадора"
"DOTA_Tooltip_ability_special_bonus_birzha_freddy_7"								"+{s:value}% урона Захлопнуть костюмы"
"DOTA_Tooltip_ability_special_bonus_birzha_freddy_8"								"+{s:value} сек. длительности Захлопнуть костюмы"

//=================================================================================================================
// TRAVOMAN
//=================================================================================================================

"npc_dota_hero_travoman"																	"Травоман"

"travoman_land_mine"																		"twitch.tv/tpabomah"
"travoman_stasis_mine"																		"twitch.tv/tpabomah"
"npc_travoman_remote_mines"																	"twitch.tv/tpabomah"

"DOTA_Tooltip_ability_travoman_land_mines"													"Разрушитель трона"
"DOTA_Tooltip_ability_travoman_land_mines_Description"										"Устанавливает невидимую мину. Её невидимость невозможно раскрыть, но она станет видна, если противник зайдёт в радиус действия"
"DOTA_Tooltip_ability_travoman_land_mines_radius"											"РАДИУС:"
"DOTA_Tooltip_ability_travoman_land_mines_activation_delay"									"ЗАДЕРЖКА ДО ВЗРЫВА:"
"DOTA_Tooltip_ability_travoman_land_mines_damage"											"УРОН:"
"DOTA_Tooltip_ability_travoman_land_mines_lore"												"Данный герой создан благодаря <font color='#fffc00'>What's your problem?</font>"

"DOTA_Tooltip_ability_travoman_stasis_trap"													"Звук из преисподней"
"DOTA_Tooltip_ability_travoman_stasis_trap_Description"										"Устанавливает невидимую ловушку, которая при срабатывании применяет на вражеских существ оцепенение"
"DOTA_Tooltip_ability_travoman_stasis_trap_activation_radius"								"РАДИУС ДЛЯ АКТИВАЦИИ:"
"DOTA_Tooltip_ability_travoman_stasis_trap_stun_radius"										"РАДИУС ЭФФЕКТА:"
"DOTA_Tooltip_ability_travoman_stasis_trap_stun_duration"									"ДЛИТЕЛЬНОСТЬ ОЦЕПЕНЕНИЯ:"
"DOTA_Tooltip_ability_travoman_stasis_trap_activation_time"									"ЗАДЕРЖКА ДО АКТИВАЦИИ:"
"DOTA_Tooltip_ability_travoman_stasis_trap_duration"										"ДЛИТЕЛЬНОСТЬ:"
"DOTA_Tooltip_ability_travoman_stasis_trap_lore"											"Данный герой создан благодаря <font color='#fffc00'>What's your problem?</font>"

"DOTA_Tooltip_ability_travoman_suicide"														"Гнев небес"
"DOTA_Tooltip_ability_travoman_suicide_Description"											"Травоман прыгает в гущу врагов и при приземлении взрывает свой боезапас, нанося задетым врагам огромный урон и запрещая им применять способности\n<h1>Бонус за убийство</h1> Каждое убийство этой способностью увеличивает ее урон на %damage_per_charge%"
"DOTA_Tooltip_ability_travoman_suicide_radius"												"РАДИУС ВЗРЫВА:"
"DOTA_Tooltip_ability_travoman_suicide_damage"												"УРОН:"
"DOTA_Tooltip_ability_travoman_suicide_silence_duration"									"ДЛИТЕЛЬНОСТЬ БЕЗМОЛВИЯ:"
"DOTA_Tooltip_ability_travoman_suicide_hp_cost"												"%УРОН СЕБЕ:"
"DOTA_Tooltip_ability_travoman_suicide_duration"											"ДЛИТЕЛЬНОСТЬ ПОЛЕТА:"
"DOTA_Tooltip_ability_travoman_suicide_damage_per_charge"									"ДОП. УРОН ЗА ЗАРЯД:"
"DOTA_Tooltip_ability_travoman_suicide_lore"												"Данный герой создан благодаря <font color='#fffc00'>What's your problem?</font>"

"DOTA_Tooltip_ability_travoman_remote_mines"												"Улучшение комьюнити"
"DOTA_Tooltip_ability_travoman_remote_mines_Description"									"Устанавливает невидимую мину(Добра и позитива), которая взрывается только при активации вручную после небольшой задержки"
"DOTA_Tooltip_ability_travoman_remote_mines_damage"											"УРОН:"
"DOTA_Tooltip_ability_travoman_remote_mines_radius"											"РАДИУС ВЗРЫВА:"
"DOTA_Tooltip_ability_travoman_remote_mines_duration"										"ДЛИТЕЛЬНОСТЬ:"
"DOTA_Tooltip_ability_travoman_remote_mines_lore"											"Данный герой создан благодаря <font color='#fffc00'>What's your problem?</font>"

"DOTA_Tooltip_ability_travoman_focused_detonate"											"Гениальность"
"DOTA_Tooltip_ability_travoman_focused_detonate_Description"								"Взорвать все мины в выбранной области (Взрывает только мины от способности Улучшение комьюнити)\n<h1>Пассивные навыки</h1> Получает +%bonus_mana_regen% регенерации маны<br>Убийство увеличивает интеллект на %bonus_int_per_kill%<br>Предмет Бонд с кнопкой перезаряжается 10 сек."
"DOTA_Tooltip_ability_travoman_focused_detonate_lore"										"Данный герой создан благодаря <font color='#fffc00'>What's your problem?</font>"

"DOTA_Tooltip_ability_travoman_remote_mines_self_detonate"									"Подрыв"
"DOTA_Tooltip_ability_travoman_remote_mines_self_detonate_Description"						"Взорвать выбранную мину"
"DOTA_Tooltip_ability_travoman_remote_mines_self_detonate_lore"								"Данный герой создан благодаря <font color='#fffc00'>What's your problem?</font>"

"DOTA_Tooltip_ability_travoman_minefield_sign"												"Табличка смерти"
"DOTA_Tooltip_ability_travoman_minefield_sign_Description"									"Ставит предостерегающую табличку, советующую врагам ступать осторожно"
"DOTA_Tooltip_ability_travoman_minefield_sign_lifetime"										"ДЛИТЕЛЬНОСТЬ:"
"DOTA_Tooltip_ability_travoman_minefield_sign_lore"											"Данный герой создан благодаря <font color='#fffc00'>What's your problem?</font>"

"DOTA_Tooltip_ability_travoman_land_mines_scepter_description"								"Увеличивает дальность применения на %cast_range_scepter_bonus%"
"DOTA_Tooltip_ability_travoman_stasis_trap_scepter_description"								"Увеличивает дальность применения на %cast_range_scepter_bonus%"
"DOTA_Tooltip_ability_travoman_remote_mines_scepter_description"							"Увеличивает дальность применения на %cast_range_scepter_bonus%"
"DOTA_Tooltip_ability_travoman_minefield_sign_scepter_description"							"Табличка скрывает все мины от врага в радиусе %aura_radius%"

"DOTA_Tooltip_modifier_travoman_stasis_trap_debuff"											"Мина травомана"
"DOTA_Tooltip_modifier_travoman_stasis_trap_debuff_Description"								"Оцепенение. Не может двигаться"
	
"DOTA_Tooltip_modifier_travoman_suicide_debuff"												"Гнев небес"
"DOTA_Tooltip_modifier_travoman_suicide_debuff_Description"									"Безмолвие. Не может использовать способности"
	
"DOTA_Tooltip_modifier_travoman_suicide_buff"												"Гнев небес"
"DOTA_Tooltip_modifier_travoman_suicide_buff_Description"									"Убийство способностью увеличивает ее урон"
	
"DOTA_Tooltip_modifier_travoman_focused_detonate_debuff"									"Гениальность"
"DOTA_Tooltip_modifier_travoman_focused_detonate_debuff_Description"						"Получает +%dMODIFIER_PROPERTY_MANA_REGEN_CONSTANT% регенерации маны<br>Убийства увеличили интеллект на %dMODIFIER_PROPERTY_STATS_INTELLECT_BONUS%<br>Предмет Бонд с кнопкой перезаряжается 10 сек."

"DOTA_Tooltip_ability_travoman_sausage"														"Сосиска травомана"
"DOTA_Tooltip_ability_travoman_sausage_Description"											"При использовании Разрушитель трона создает линию из 10 случайных мин. С каждым срабатыванием, количество случайных мин увеличивается на 1"

"DOTA_Tooltip_ability_special_bonus_birzha_travoman_1"										"-{s:value} сек. перезарядки Гнев небес"
"DOTA_Tooltip_ability_special_bonus_birzha_travoman_4"										"Гнев с небес не наносит урон Травоману"
"DOTA_Tooltip_ability_special_bonus_unique_travoman_3"										"+2 заряда Разрушитель трона"
"DOTA_Tooltip_ability_special_bonus_birzha_travoman_8"										"-{s:value} сек. задержки Разрушитель трона"
"DOTA_Tooltip_ability_special_bonus_birzha_travoman_5"										"Гнев с небес оглушает на {s:value} сек."
"DOTA_Tooltip_ability_special_bonus_birzha_travoman_6"										"Звук из преисподней запрещает использовать предметы"
"DOTA_Tooltip_ability_special_bonus_birzha_travoman_2"										"Дублирование мин у таблички"
"DOTA_Tooltip_ability_special_bonus_birzha_travoman_7"										"-{s:value} сек. перезарядки Улучшение комьюнити"

//=================================================================================================================
// Gyrocopter | Паровозик Томас | Train Thomas
//=================================================================================================================

"npc_dota_hero_gyrocopter"	"Паровозик Томас"

"DOTA_Tooltip_ability_Thomas_smoke"							"Выхлопной дым"
"DOTA_Tooltip_ability_Thomas_smoke_Description"				"Томас выпускает дым из трубы, который постепенно наносит урон"
"DOTA_Tooltip_ability_Thomas_smoke_damage"					"УРОН В СЕКУНДУ:"
"DOTA_Tooltip_ability_Thomas_smoke_radius"					"РАДИУС:"
"DOTA_Tooltip_ability_Thomas_smoke_duration"				"ДЛИТЕЛЬНОСТЬ:"
"DOTA_Tooltip_ability_Thomas_smoke_lore"					"Данный герой создан благодаря <font color='#fffc00'>WND</font>"

"DOTA_Tooltip_modifier_thomas_smoke_debuff"					"Выхлопной дым"
"DOTA_Tooltip_modifier_thomas_smoke_debuff_Description"		"Получает урон"

"DOTA_Tooltip_ability_thomas_housing"						"Улучшение вагона"
"DOTA_Tooltip_ability_thomas_housing_Description"			"Томас получает улучшенную подшивку и колеса"
"DOTA_Tooltip_ability_thomas_housing_bonus_speed"			"ДОП. СКОРОСТЬ ПЕРЕДВИЖЕНИЯ:"
"DOTA_Tooltip_ability_thomas_housing_cooldown_reduce_pct"	"%СНИЖЕНИЕ ПЕРЕЗАРЯДКИ СПОСОБНОСТЕЙ И ПРЕДМЕТОВ:"
"DOTA_Tooltip_ability_thomas_housing_lore"					"Данный герой создан благодаря <font color='#fffc00'>WND</font>"

"DOTA_Tooltip_ability_thomas_fired"							"Поджечь дрова"
"DOTA_Tooltip_ability_thomas_fired_Description"				"Томас поджигает дрова и выпускает из себя огонь. Он наносит урон врагам и уничтожает деревья"
"DOTA_Tooltip_ability_thomas_fired_damage"					"УРОН В СЕКУНДУ:"
"DOTA_Tooltip_ability_thomas_fired_radius"					"РАДИУС:"
"DOTA_Tooltip_ability_thomas_fired_mana_per_sec"			"РАСХОД МАНЫ:"
"DOTA_Tooltip_ability_thomas_fired_lore"					"Данный герой создан благодаря <font color='#fffc00'>WND</font>"

"DOTA_Tooltip_ability_Thomas_MLG_RaGE"						"MLG ЗЛОСТЬ"
"DOTA_Tooltip_ability_Thomas_MLG_RaGE_Description"			"Томас увеличивает свою скорость на %speed%. При столкновении с врагом, Томас взрывается, оглушая всех в радиусе %radius_boom%"
"DOTA_Tooltip_ability_Thomas_MLG_RaGE_damage"				"УРОН:"
"DOTA_Tooltip_ability_Thomas_MLG_RaGE_stun_duration"		"ДЛИТЕЛЬНОСТЬ ОГЛУШЕНИЯ:"
"DOTA_Tooltip_ability_Thomas_MLG_RaGE_duration"				"ДЛИТЕЛЬНОСТЬ:"
"DOTA_Tooltip_ability_Thomas_MLG_RaGE_lore"					"Данный герой создан благодаря <font color='#fffc00'>WND</font>"

"DOTA_Tooltip_modifier_Train_Thomas"						"Злобное состояние"
"DOTA_Tooltip_modifier_Train_Thomas_Description"			"При столкновении с врагом, Томас взорвется"

"DOTA_Tooltip_ability_Thomas_MLG_RaGE_shard_description"	"Не получает оглушение после взрыва"
"DOTA_Tooltip_ability_Thomas_MLG_RaGE_scepter_description"	"Срабатывает после смерти, но наносит в %scepter_multiple% раза меньше урона"

"DOTA_Tooltip_ability_special_bonus_birzha_thomas_1"										"+{s:value} урона Выхлопной дым"
"DOTA_Tooltip_ability_special_bonus_birzha_thomas_2"										"Выхлопной дым дает {s:value}% промахов"
"DOTA_Tooltip_ability_special_bonus_birzha_thomas_3"										"Поджечь дрова замедляют цель на {s:value}%"
"DOTA_Tooltip_ability_special_bonus_birzha_thomas_4"										"+{s:value} радиус поджечь дрова"
"DOTA_Tooltip_ability_special_bonus_birzha_thomas_5"										"+{s:value} урона поджечь дрова"
"DOTA_Tooltip_ability_special_bonus_birzha_thomas_6"										"+{s:value} сек. длительность MLG Злость"
"DOTA_Tooltip_ability_special_bonus_birzha_thomas_7"										"+{s:value}% перезарядки способностей Улучшение вагона"
"DOTA_Tooltip_ability_special_bonus_birzha_thomas_8"										"+{s:value} урона MLG Злость"

//=================================================================================================================
// Пучи
//=================================================================================================================

"npc_dota_hero_silencer"																"Энрико Пуччи"

"DOTA_Tooltip_ability_pucci_time_acceleration"											"Time acceleration"
"DOTA_Tooltip_ability_pucci_time_acceleration_Description"								"Пуччи ускоряет время в зависимости от количества произнесенных слов (заряды способности Перезапуск вселенной). Ускоряет время в 1.4/1.8/2.2 раз при 2/5/10 произнесенных словах"
"DOTA_Tooltip_ability_pucci_time_acceleration_duration"									"ДЛИТЕЛЬНОСТЬ:"
"DOTA_Tooltip_ability_pucci_time_acceleration_lore"										"Данный герой создан благодаря <font color='#fffc00'>ForeverBlin4ik</font>"

"DOTA_Tooltip_ability_pucci_erace_disk"													"Erase disc"
"DOTA_Tooltip_ability_pucci_erace_disk_Description"										"<h1>Цель противник</h1> Запрещает ему использовать способности и предметы, а также наносит %damage_heal% урона\n<h1>Цель союзник</h1>При использовании на союзника, восстанавливает ему %damage_heal% здоровья и маны\n<h1>Дополнительный эффект</h1>Каждое использование способности, увеличивает ее длительность на %duration_per_use% сек."
"DOTA_Tooltip_ability_pucci_erace_disk_max_duration"									"МАКСИМАЛЬНАЯ ДЛИТЕЛЬНОСТЬ:"
"DOTA_Tooltip_ability_pucci_erace_disk_duration"										"МИНИМАЛЬНАЯ ДЛИТЕЛЬНОСТЬ:"
"DOTA_Tooltip_ability_pucci_erace_disk_lore"											"Данный герой создан благодаря <font color='#fffc00'>ForeverBlin4ik</font>"

"DOTA_Tooltip_ability_pucci_cmoon"														"C moon"
"DOTA_Tooltip_ability_pucci_cmoon_Description"											"Полностью блокирует урон от атаки или способности, отражая урон и оглушая того, кто пытался его нанести. По окончанию способности отталкивает всех противников в радиусе %radius% на расстояние равное умноженной скорости передвижения"
"DOTA_Tooltip_ability_pucci_cmoon_return_damage"										"%ОТРАЖАЕМЫЙ УРОН:"
"DOTA_Tooltip_ability_pucci_cmoon_movespeed_range"										"МНОЖИТЕЛЬ СКОРОСТИ ПЕРЕДВИЖЕНИЯ:"
"DOTA_Tooltip_ability_pucci_cmoon_stun_duration"										"ДЛИТЕЛЬНОСТЬ ОГЛУШЕНИЯ:"
"DOTA_Tooltip_ability_pucci_cmoon_duration"												"ДЛИТЕЛЬНОСТЬ:"
"DOTA_Tooltip_ability_pucci_cmoon_lore"													"Данный герой создан благодаря <font color='#fffc00'>ForeverBlin4ik</font>"

"DOTA_Tooltip_ability_pucci_passive_wave"												"Один на один с судьбой"
"DOTA_Tooltip_ability_pucci_passive_wave_Description"									"Пуччи впитывает весь полученный урон для получения заряда. Каждый заряд спасает жизнь Пуччи и полностью восстанавливает ему здоровье и ману"
"DOTA_Tooltip_ability_pucci_passive_wave_damage_need"									"УРОНА ДЛЯ ЗАРЯДА:"
"DOTA_Tooltip_ability_pucci_passive_wave_duration"										"ДЛИТЕЛЬНОСТЬ БЕССМЕРТИЯ:"
"DOTA_Tooltip_ability_pucci_passive_wave_lore"											"Данный герой создан благодаря <font color='#fffc00'>ForeverBlin4ik</font>"

"DOTA_Tooltip_ability_pucci_restart_world"												"ПЕРЕЗАПУСК ВСЕЛЕННОЙ"
"DOTA_Tooltip_ability_pucci_restart_world_Description"									"Чтобы выложить дорогу в рай и выиграть игру, Пуччи должен сказать 14 слов. Каждое слово - задание, которое нужно выполнить. Как только пуччи выполняет задание, способность получает один заряд, вам нужно использовать способность, чтоб произнести слово. Произнесение слова оглушает противников в радиусе %radius% на %stun_duration% сек.\n<h1>Уникальная победа</h1>Произнося 14-ое слово, Пуччи перезапускает вселенную, выигрывая игру"
"DOTA_Tooltip_ability_pucci_restart_world_lore"											"Данный герой создан благодаря <font color='#fffc00'>ForeverBlin4ik</font>"

"DOTA_Tooltip_ability_pucci_passive_wave_shard_description"		                        "Нельзя отключить истощением"
"DOTA_Tooltip_ability_pucci_time_acceleration_scepter_description"	                    "Теперь ускорение времени отключает получение очков"

"pucci_quest_run"																		"Спиральная лестница"
"pucci_quest_use_nimb"																	"Жук-носорог"
"pucci_quest_use_erase_disk"															"Улица опустошения"
"pucci_quest_use_abakan"																"Инжирный пирог"
"pucci_quest_use_cmoon"																	"Жук-носорог"
"pucci_quest_respawn"																	"Виа Долороза"
"pucci_quest_stunned"																	"Жук-носорог"
"pucci_quest_observer_ward"																"Точка сингулярности"
"pucci_quest_sentry_ward"																"Точка сингулярности"
"pucci_quest_wave"																		"Джотто"
"pucci_quest_damage"																	"Ангел"
"pucci_quest_trees"																		"Гортензия"
"pucci_quest_time_acceleration"															"Жук-носорог"
"pucci_quest_stand_point"																"Тайный император"

"Birzha_warning_pucci"																	"Пуччи уже выполнил"
"Birzha_warning_pucci_quest"															"заданий. Если он выполнит все, то автоматически выиграет игру"
"system_pucci_quest"                                                                    "<b>Система заданий PUCCI</b><br><br>"

"pucci_quest_run_description"															"Пройти расстояние"
"pucci_quest_use_nimb_description"														"Успешно нажать Нимб Лаптева"
"pucci_quest_use_erase_disk_description"												"Использовать Erase Disc"
"pucci_quest_use_abakan_description"													"Выпить Абаканское"
"pucci_quest_use_cmoon_description"														"Успешно использовать C moon"
"pucci_quest_respawn_description"														"Возродиться"
"pucci_quest_stunned_description"														"Оглушить врага"
"pucci_quest_observer_ward_description"													"Поставить Observer Ward"
"pucci_quest_sentry_ward_description"													"Поставить Sentry Ward"
"pucci_quest_wave_description"															"Срабатывание Один на один с судьбой"
"pucci_quest_damage_description"														"Нанести урон"
"pucci_quest_trees_description"															"Посадить деревья"
"pucci_quest_time_acceleration_description"												"Убить врага под Time Acceleration"
"pucci_quest_stand_point_description"													"Захватить помеченные точки на карте"

"DOTA_Tooltip_modifier_pucci_erace_disk"												"Erase disc"
"DOTA_Tooltip_modifier_pucci_erace_disk_Description"									"Не может использовать способности и предметы"

"DOTA_Tooltip_modifier_pucci_cmoon"														"C moon"
"DOTA_Tooltip_modifier_pucci_cmoon_Description"											"Отражает входящий урон, окончание отбросит всех противников"

"DOTA_Tooltip_modifier_pucci_passive_wave"												"ОДИН НА ОДИН С СУДЬБОЙ"
"DOTA_Tooltip_modifier_pucci_passive_wave_Description"									"Количество зарядов"

"DOTA_Tooltip_modifier_pucci_passive_wave_immortality"									"ОДИН НА ОДИН С СУДЬБОЙ"
